area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
27,17-0000,58320.0,1.7,20.243,1.21,45.43,94500.0,0.6,34.42,41.71,52.61,71600.0,86760.0,109430.0
28,17-0000,13550.0,2.4,11.787,0.7,39.16,81440.0,1.0,26.74,37.64,48.93,55620.0,78280.0,101770.0
29,17-0000,37180.0,1.6,12.926,0.77,42.94,89320.0,0.8,30.24,39.17,51.42,62900.0,81460.0,106950.0
30,17-0000,8390.0,3.2,16.725,1.0,38.62,80330.0,1.6,28.5,36.97,47.21,59270.0,76890.0,98200.0
31,17-0000,12760.0,2.2,12.75,0.76,39.22,81570.0,0.9,28.41,36.9,48.13,59090.0,76750.0,100110.0
32,17-0000,16190.0,5.4,10.923,0.65,42.78,88980.0,1.9,30.51,39.05,50.62,63450.0,81230.0,105290.0
33,17-0000,14150.0,1.8,20.961,1.25,46.46,96650.0,1.1,31.93,42.48,56.18,66420.0,88360.0,116860.0
34,17-0000,50500.0,1.8,12.017,0.72,50.02,104040.0,0.9,35.99,47.35,61.89,74860.0,98490.0,128720.0
35,17-0000,23730.0,1.3,28.069,1.68,54.97,114340.0,1.0,39.1,50.63,65.5,81330.0,105310.0,136240.0
36,17-0000,104260.0,1.8,11.099,0.66,47.67,99160.0,0.9,34.17,42.07,58.73,71070.0,87510.0,122150.0
37,17-0000,72010.0,1.7,15.018,0.9,41.8,86950.0,1.1,29.46,38.6,50.42,61270.0,80290.0,104870.0
38,17-0000,5870.0,2.2,14.06,0.84,40.74,84740.0,2.2,29.69,37.87,49.36,61750.0,78770.0,102660.0
39,17-0000,99620.0,1.1,18.215,1.09,44.38,92310.0,0.7,31.28,40.2,52.24,65070.0,83620.0,108650.0
40,17-0000,26420.0,2.3,15.876,0.95,44.01,91550.0,0.8,30.51,40.09,52.19,63470.0,83390.0,108550.0
41,17-0000,44570.0,2.0,22.939,1.37,50.74,105540.0,1.3,36.35,48.43,64.34,75610.0,100740.0,133830.0
42,17-0000,96850.0,1.4,16.281,0.97,44.69,92950.0,0.9,31.43,39.87,51.6,65380.0,82920.0,107320.0
44,17-0000,8410.0,1.9,17.234,1.03,49.99,103970.0,1.3,36.69,47.74,61.98,76310.0,99300.0,128910.0
45,17-0000,41090.0,1.7,18.486,1.11,42.55,88510.0,0.9,30.13,39.39,50.97,62670.0,81940.0,106020.0
46,17-0000,6280.0,1.7,14.126,0.84,38.12,79290.0,1.1,27.63,37.25,47.33,57460.0,77480.0,98450.0
47,17-0000,42440.0,2.7,13.185,0.79,40.23,83670.0,0.8,27.93,37.71,49.37,58090.0,78440.0,102700.0
48,17-0000,225870.0,1.7,16.66,1.0,47.0,97760.0,0.9,30.03,40.92,60.18,62460.0,85110.0,125170.0
49,17-0000,33690.0,1.4,20.072,1.2,42.54,88480.0,0.9,30.18,39.35,50.96,62770.0,81840.0,106000.0
50,17-0000,6240.0,4.4,20.757,1.24,44.22,91980.0,3.4,31.18,39.06,51.76,64850.0,81240.0,107660.0
51,17-0000,72190.0,2.3,18.133,1.08,49.56,103090.0,0.9,36.04,46.56,61.54,74960.0,96840.0,128000.0
53,17-0000,73920.0,1.0,21.146,1.26,52.04,108250.0,0.7,38.32,48.98,63.14,79710.0,101870.0,131340.0
54,17-0000,9290.0,2.3,13.492,0.81,41.34,85980.0,1.0,29.34,38.45,49.63,61030.0,79970.0,103230.0
55,17-0000,52550.0,1.4,18.21,1.09,40.56,84360.0,0.6,30.75,38.33,48.08,63970.0,79720.0,100010.0
56,17-0000,4380.0,2.8,15.992,0.96,43.3,90070.0,1.0,30.67,39.06,52.98,63780.0,81240.0,110200.0
1,19-0000,12090.0,2.2,5.891,0.64,35.13,73070.0,0.9,24.03,31.04,42.05,49980.0,64550.0,87470.0
2,19-0000,6710.0,2.3,21.536,2.35,40.12,83450.0,1.3,27.62,37.23,48.68,57450.0,77440.0,101250.0
4,19-0000,22750.0,2.3,7.267,0.79,36.88,76700.0,1.0,24.94,32.39,44.51,51880.0,67380.0,92580.0
5,19-0000,7390.0,2.9,5.813,0.64,33.98,70680.0,3.1,22.36,28.77,39.38,46500.0,59830.0,81910.0
6,19-0000,212680.0,1.1,11.851,1.3,49.52,103010.0,0.7,31.58,46.55,62.41,65680.0,96830.0,129820.0
8,19-0000,37110.0,1.6,13.104,1.43,44.5,92560.0,1.0,29.09,39.86,53.88,60500.0,82920.0,112070.0
9,19-0000,12790.0,2.6,7.703,0.84,48.04,99920.0,1.9,30.51,41.53,58.53,63470.0,86380.0,121740.0
10,19-0000,6650.0,3.5,14.16,1.55,43.33,90120.0,1.8,29.55,38.09,51.9,61460.0,79220.0,107950.0
11,19-0000,19600.0,2.5,27.927,3.05,59.65,124080.0,1.1,38.51,57.44,76.35,80100.0,119480.0,158810.0
12,19-0000,56240.0,2.1,5.878,0.64,35.91,74690.0,1.6,21.63,30.72,43.27,44990.0,63890.0,90000.0
13,19-0000,29140.0,2.0,6.125,0.67,39.12,81370.0,1.4,25.02,34.9,47.65,52040.0,72580.0,99110.0
15,19-0000,6610.0,2.5,10.719,1.17,36.3,75510.0,1.0,24.05,33.12,45.63,50020.0,68890.0,94910.0
16,19-0000,10960.0,1.9,13.326,1.46,32.35,67280.0,1.2,22.18,29.36,38.76,46140.0,61070.0,80620.0
17,19-0000,38320.0,3.0,6.375,0.7,42.44,88270.0,2.0,28.11,38.16,51.56,58460.0,79370.0,107250.0
18,19-0000,21180.0,2.4,6.711,0.73,36.22,75330.0,0.9,24.39,31.4,41.5,50720.0,65310.0,86330.0
19,19-0000,15300.0,2.9,9.903,1.08,33.21,69070.0,1.7,23.27,30.07,39.68,48400.0,62550.0,82530.0
20,19-0000,11330.0,2.4,8.025,0.88,34.34,71420.0,1.1,23.68,30.57,40.39,49260.0,63590.0,84010.0
21,19-0000,13590.0,2.0,6.921,0.76,33.57,69820.0,1.0,22.92,30.15,39.86,47670.0,62700.0,82910.0
22,19-0000,13480.0,2.6,7.281,0.8,37.0,76970.0,1.7,24.41,32.41,43.8,50780.0,67410.0,91100.0
23,19-0000,5560.0,3.0,8.947,0.98,36.13,75140.0,1.4,25.11,32.14,42.32,52230.0,66840.0,88030.0
24,19-0000,51150.0,1.8,19.104,2.09,48.16,100170.0,0.9,30.82,45.27,61.0,64100.0,94160.0,126880.0
25,19-0000,72590.0,2.1,19.923,2.18,50.96,106000.0,1.1,35.99,48.26,63.56,74860.0,100370.0,132200.0
26,19-0000,32980.0,2.5,7.584,0.83,39.63,82430.0,2.0,27.4,35.93,45.43,57000.0,74730.0,94490.0
27,19-0000,29220.0,2.0,10.143,1.11,42.81,89040.0,2.6,28.92,38.76,50.01,60150.0,80620.0,104020.0
28,19-0000,7170.0,1.7,6.235,0.68,34.55,71860.0,0.9,23.12,30.56,41.69,48080.0,63560.0,86720.0
29,19-0000,19540.0,2.7,6.794,0.74,36.94,76830.0,1.8,25.3,31.44,45.64,52630.0,65380.0,94920.0
30,19-0000,8630.0,1.8,17.193,1.88,32.9,68430.0,0.7,24.45,30.34,39.28,50860.0,63110.0,81710.0
31,19-0000,8450.0,4.1,8.445,0.92,33.07,68780.0,0.9,23.17,30.52,39.83,48200.0,63470.0,82840.0
32,19-0000,9330.0,4.2,6.296,0.69,37.11,77180.0,1.4,24.08,34.84,46.21,50080.0,72470.0,96110.0
33,19-0000,5660.0,3.4,8.389,0.92,38.2,79450.0,1.9,26.11,34.99,47.07,54310.0,72780.0,97900.0
34,19-0000,41160.0,2.2,9.795,1.07,45.35,94320.0,1.0,30.54,40.57,54.33,63520.0,84390.0,113010.0
35,19-0000,10100.0,1.6,11.949,1.31,41.28,85870.0,1.3,25.66,35.43,49.11,53370.0,73690.0,102150.0
36,19-0000,78120.0,1.5,8.317,0.91,44.09,91700.0,0.8,29.23,38.42,51.94,60790.0,79910.0,108030.0
37,19-0000,47720.0,1.4,9.951,1.09,39.91,83020.0,1.3,26.55,35.29,47.66,55220.0,73390.0,99120.0
38,19-0000,4110.0,4.3,9.849,1.08,34.91,72610.0,1.8,24.35,31.35,42.0,50650.0,65200.0,87360.0
39,19-0000,36780.0,2.7,6.724,0.73,38.08,79200.0,1.3,24.98,34.19,46.77,51950.0,71110.0,97290.0
40,19-0000,11840.0,3.4,7.116,0.78,35.83,74520.0,1.4,23.65,31.41,44.48,49200.0,65320.0,92520.0
41,19-0000,22700.0,2.0,11.684,1.28,38.02,79090.0,1.0,25.76,35.68,46.33,53590.0,74210.0,96370.0
42,19-0000,49480.0,2.1,8.318,0.91,39.53,82210.0,1.1,26.92,36.54,48.34,55990.0,75990.0,100550.0
44,19-0000,3820.0,4.2,7.816,0.85,47.54,98870.0,2.5,31.38,43.63,53.15,65270.0,90750.0,110550.0
45,19-0000,14100.0,2.0,6.343,0.69,35.29,73390.0,1.1,23.34,31.27,43.8,48550.0,65040.0,91110.0
46,19-0000,4760.0,2.6,10.706,1.17,30.06,62520.0,1.2,22.38,27.62,36.28,46560.0,57450.0,75460.0
47,19-0000,20910.0,1.9,6.497,0.71,38.9,80920.0,1.7,25.05,35.32,46.93,52110.0,73470.0,97610.0
48,19-0000,101070.0,2.2,7.454,0.81,37.88,78790.0,3.9,24.44,32.95,45.79,50840.0,68540.0,95240.0
49,19-0000,15820.0,2.3,9.425,1.03,35.52,73880.0,1.4,23.86,31.12,41.53,49630.0,64730.0,86380.0
50,19-0000,3040.0,6.9,10.107,1.1,34.84,72470.0,1.3,26.62,31.97,39.24,55370.0,66490.0,81620.0
51,19-0000,39180.0,1.5,9.842,1.08,46.86,97470.0,0.7,28.98,39.66,60.76,60280.0,82490.0,126370.0
53,19-0000,44640.0,1.2,12.771,1.4,43.72,90940.0,0.7,30.56,39.79,51.6,63550.0,82760.0,107330.0
54,19-0000,6760.0,2.3,9.814,1.07,34.01,70740.0,1.4,22.45,31.08,41.67,46700.0,64650.0,86670.0
55,19-0000,24800.0,2.3,8.594,0.94,37.07,77110.0,1.0,26.4,33.46,42.95,54910.0,69600.0,89340.0
56,19-0000,4300.0,1.8,15.695,1.72,35.02,72830.0,0.9,24.56,32.34,40.94,51090.0,67280.0,85160.0
1,19-1022,130.0,8.3,0.065,0.46,32.46,67530.0,3.3,23.22,29.59,38.09,48300.0,61540.0,79230.0
2,19-1022,30.0,4.6,0.101,0.71,36.7,76330.0,1.0,28.93,34.14,40.64,60170.0,71010.0,84530.0
5,19-1022,170.0,9.0,0.137,0.97,35.89,74650.0,2.1,24.19,30.0,42.47,50320.0,62390.0,88340.0
6,19-1022,3120.0,8.2,0.174,1.23,53.2,110660.0,2.3,39.38,49.31,62.58,81910.0,102570.0,130170.0
8,19-1022,410.0,6.7,0.147,1.03,38.21,79470.0,2.7,26.49,32.45,47.12,55100.0,67490.0,98000.0
9,19-1022,210.0,19.5,0.127,0.9,42.12,87600.0,4.6,31.3,39.93,49.26,65100.0,83060.0,102450.0
10,19-1022,150.0,14.3,0.316,2.22,38.15,79340.0,4.8,30.07,32.04,46.12,62540.0,66640.0,95940.0
12,19-1022,380.0,21.3,0.04,0.28,28.36,59000.0,11.6,18.27,23.55,37.79,38000.0,48990.0,78610.0
13,19-1022,780.0,10.5,0.163,1.15,50.68,105420.0,4.3,37.42,50.0,61.67,77830.0,104000.0,128270.0
15,19-1022,60.0,17.5,0.104,0.74,30.15,62720.0,2.3,26.01,29.28,33.44,54100.0,60900.0,69550.0
16,19-1022,60.0,8.6,0.069,0.49,31.86,66260.0,1.6,25.75,28.43,37.28,53560.0,59140.0,77540.0
17,19-1022,840.0,14.1,0.14,0.98,43.91,91340.0,3.6,31.43,40.41,53.23,65380.0,84050.0,110720.0
18,19-1022,170.0,6.5,0.054,0.38,34.46,71680.0,1.6,28.39,35.42,37.56,59050.0,73670.0,78130.0
19,19-1022,140.0,8.5,0.091,0.64,43.36,90190.0,2.4,29.29,35.71,53.95,60920.0,74280.0,112220.0
20,19-1022,170.0,16.6,0.119,0.84,30.85,64180.0,4.8,22.54,28.56,35.11,46890.0,59400.0,73020.0
21,19-1022,100.0,2.6,0.05,0.35,30.71,63870.0,0.7,23.15,26.03,34.24,48150.0,54140.0,71210.0
23,19-1022,40.0,20.5,0.069,0.49,37.59,78190.0,8.9,28.14,30.88,55.6,58530.0,64230.0,115640.0
24,19-1022,1970.0,19.4,0.735,5.18,51.9,107940.0,4.2,36.58,49.11,63.73,76080.0,102150.0,132550.0
25,19-1022,2540.0,11.7,0.696,4.91,57.44,119460.0,2.6,48.33,60.65,64.62,100530.0,126160.0,134410.0
26,19-1022,290.0,7.1,0.066,0.47,36.66,76260.0,2.1,29.72,32.5,41.57,61820.0,67600.0,86470.0
27,19-1022,550.0,23.2,0.19,1.34,44.85,93280.0,7.2,29.04,45.34,51.67,60410.0,94320.0,107480.0
28,19-1022,40.0,6.7,0.032,0.23,43.73,90950.0,3.6,29.51,39.86,53.81,61370.0,82910.0,111920.0
29,19-1022,210.0,11.7,0.072,0.51,42.05,87450.0,3.7,30.88,40.19,54.08,64230.0,83580.0,112490.0
30,19-1022,110.0,12.2,0.214,1.51,43.67,90820.0,9.2,23.7,32.14,59.31,49300.0,66860.0,123360.0
31,19-1022,100.0,19.9,0.103,0.72,39.6,82380.0,5.4,25.0,31.66,49.61,52000.0,65860.0,103190.0
32,19-1022,80.0,26.8,0.052,0.37,35.59,74030.0,6.9,22.08,34.34,47.26,45920.0,71420.0,98290.0
33,19-1022,240.0,27.7,0.354,2.5,42.77,88950.0,4.4,32.69,42.69,50.05,68000.0,88800.0,104100.0
34,19-1022,1680.0,9.4,0.4,2.82,43.02,89480.0,2.5,31.25,38.48,51.14,65000.0,80040.0,106370.0
35,19-1022,80.0,23.4,0.1,0.7,31.66,65850.0,10.9,23.64,27.24,30.65,49170.0,56660.0,63750.0
36,19-1022,990.0,6.3,0.105,0.74,42.22,87820.0,2.1,27.99,38.61,53.05,58210.0,80310.0,110350.0
37,19-1022,860.0,15.0,0.179,1.26,43.29,90040.0,5.9,31.25,41.29,52.3,65000.0,85870.0,108780.0
38,19-1022,40.0,6.2,0.087,0.61,30.74,63940.0,1.7,27.54,29.5,29.97,57280.0,61370.0,62340.0
39,19-1022,600.0,7.7,0.11,0.78,44.71,93000.0,1.7,30.4,38.71,58.6,63240.0,80510.0,121880.0
40,19-1022,30.0,21.2,0.018,0.13,31.2,64900.0,2.3,24.92,29.05,39.09,51830.0,60420.0,81320.0
41,19-1022,70.0,6.1,0.037,0.26,41.85,87050.0,0.9,33.29,40.28,46.48,69240.0,83780.0,96680.0
42,19-1022,900.0,19.3,0.152,1.07,38.99,81100.0,10.8,23.31,37.25,50.12,48490.0,77470.0,104250.0
45,19-1022,150.0,5.2,0.07,0.49,26.96,56080.0,2.8,19.4,24.21,29.6,40340.0,50360.0,61560.0
46,19-1022,60.0,21.4,0.146,1.03,34.8,72380.0,7.9,25.18,30.38,37.87,52370.0,63180.0,78760.0
47,19-1022,280.0,19.3,0.087,0.62,33.88,70460.0,10.7,15.03,28.58,48.75,31260.0,59440.0,101400.0
48,19-1022,680.0,7.8,0.05,0.36,30.8,64050.0,3.0,22.62,28.31,35.92,47040.0,58890.0,74710.0
49,19-1022,150.0,16.2,0.089,0.63,30.41,63260.0,2.7,22.74,24.36,35.62,47300.0,50670.0,74100.0
50,19-1022,30.0,16.0,0.1,0.7,31.07,64630.0,4.5,27.25,30.42,35.9,56680.0,63270.0,74670.0
51,19-1022,160.0,6.6,0.039,0.28,45.76,95190.0,3.6,26.22,41.19,62.82,54550.0,85670.0,130670.0
53,19-1022,390.0,7.5,0.11,0.78,35.61,74070.0,2.2,24.31,32.12,40.53,50550.0,66800.0,84300.0
54,19-1022,30.0,8.5,0.05,0.35,31.15,64790.0,1.4,18.11,26.26,29.78,37660.0,54620.0,61940.0
55,19-1022,1100.0,19.5,0.38,2.68,35.91,74700.0,7.1,27.24,33.74,41.14,56660.0,70180.0,85570.0
1,19-1029,200.0,5.0,0.095,0.24,38.52,80120.0,2.1,31.12,39.86,46.45,64730.0,82910.0,96620.0
2,19-1029,420.0,6.1,1.355,3.36,44.37,92280.0,2.0,37.14,44.88,50.87,77250.0,93350.0,105810.0
4,19-1029,640.0,6.8,0.204,0.51,43.93,91380.0,3.2,32.85,41.82,49.11,68320.0,86990.0,102150.0
5,19-1029,270.0,2.2,0.212,0.53,39.96,83110.0,0.3,31.12,39.86,46.45,64730.0,82910.0,96620.0
6,19-1029,16590.0,5.6,0.925,2.29,58.37,121410.0,1.5,39.35,52.96,67.66,81840.0,110150.0,140730.0
8,19-1029,890.0,4.9,0.315,0.78,48.16,100160.0,2.4,35.43,44.11,55.26,73690.0,91750.0,114930.0
9,19-1029,390.0,18.1,0.235,0.58,57.72,120060.0,2.5,39.47,53.0,62.95,82090.0,110240.0,130940.0
12,19-1029,3210.0,1.5,0.336,0.83,25.91,53880.0,1.8,14.93,18.75,35.43,31050.0,39000.0,73690.0
13,19-1029,1540.0,26.2,0.325,0.81,42.01,87390.0,3.2,35.08,40.09,46.25,72970.0,83390.0,96200.0
15,19-1029,340.0,1.9,0.553,1.37,43.3,90060.0,0.2,36.66,43.76,49.7,76250.0,91020.0,103380.0
16,19-1029,370.0,1.2,0.446,1.11,36.95,76850.0,0.4,28.38,37.65,43.8,59020.0,78310.0,91100.0
17,19-1029,770.0,9.0,0.128,0.32,38.2,79460.0,2.7,26.01,36.99,47.21,54090.0,76940.0,98190.0
18,19-1029,390.0,23.9,0.122,0.3,38.99,81090.0,5.4,25.1,33.71,48.11,52210.0,70120.0,100070.0
19,19-1029,340.0,12.6,0.22,0.55,38.62,80330.0,0.7,31.08,38.51,43.42,64640.0,80110.0,90310.0
20,19-1029,260.0,0.8,0.183,0.45,37.24,77460.0,0.6,29.29,37.69,44.43,60920.0,78400.0,92410.0
21,19-1029,320.0,16.5,0.162,0.4,35.52,73870.0,5.5,24.44,33.22,42.08,50830.0,69100.0,87530.0
22,19-1029,630.0,13.2,0.342,0.85,34.54,71840.0,2.5,26.23,34.36,40.57,54560.0,71470.0,84390.0
23,19-1029,260.0,8.9,0.413,1.03,46.84,97420.0,6.5,34.33,40.32,50.4,71410.0,83870.0,104830.0
24,19-1029,5940.0,5.2,2.22,5.51,52.09,108360.0,2.4,37.03,49.11,61.03,77020.0,102150.0,126940.0
25,19-1029,2770.0,13.2,0.759,1.88,49.15,102230.0,4.0,33.52,46.45,58.53,69710.0,96610.0,121730.0
26,19-1029,820.0,9.2,0.19,0.47,41.27,85840.0,1.3,30.25,39.54,47.26,62920.0,82250.0,98300.0
27,19-1029,740.0,21.3,0.256,0.64,43.48,90440.0,4.2,32.11,39.64,52.86,66780.0,82450.0,109950.0
28,19-1029,370.0,3.7,0.324,0.8,39.71,82590.0,2.0,28.37,37.65,47.78,59010.0,78310.0,99380.0
29,19-1029,2350.0,5.1,0.818,2.03,33.6,69890.0,0.8,29.26,29.77,39.23,60850.0,61910.0,81600.0
30,19-1029,460.0,3.2,0.924,2.29,37.6,78210.0,1.7,29.05,39.82,43.8,60420.0,82830.0,91100.0
31,19-1029,190.0,10.6,0.189,0.47,39.79,82760.0,3.3,29.29,39.82,46.86,60920.0,82830.0,97470.0
32,19-1029,590.0,11.4,0.399,0.99,35.16,73140.0,2.7,28.03,33.22,39.7,58300.0,69100.0,82570.0
33,19-1029,250.0,21.8,0.377,0.94,44.21,91960.0,4.1,36.78,42.9,51.09,76500.0,89230.0,106260.0
34,19-1029,680.0,17.5,0.161,0.4,45.37,94370.0,5.8,36.33,44.74,52.33,75560.0,93060.0,108850.0
35,19-1029,320.0,5.0,0.374,0.93,39.83,82840.0,0.8,34.66,40.93,46.14,72090.0,85130.0,95970.0
36,19-1029,1970.0,18.3,0.209,0.52,56.62,117770.0,14.6,41.17,51.15,64.03,85640.0,106390.0,133170.0
37,19-1029,3760.0,6.0,0.784,1.94,49.59,103150.0,5.5,37.49,45.71,53.93,77980.0,95070.0,112170.0
38,19-1029,200.0,3.6,0.488,1.21,36.96,76880.0,0.3,27.46,35.69,43.18,57120.0,74240.0,89810.0
39,19-1029,390.0,5.8,0.071,0.18,44.58,92720.0,4.2,34.39,41.68,52.08,71530.0,86690.0,108330.0
40,19-1029,230.0,3.0,0.141,0.35,35.36,73550.0,1.4,27.46,35.96,43.8,57120.0,74800.0,91100.0
41,19-1029,600.0,2.4,0.308,0.76,41.22,85740.0,0.8,34.33,40.97,47.78,71410.0,85220.0,99380.0
42,19-1029,1920.0,10.5,0.323,0.8,45.12,93850.0,3.6,32.54,41.14,53.0,67680.0,85570.0,110240.0
44,19-1029,90.0,13.3,0.189,0.47,47.57,98950.0,3.1,37.84,46.54,56.31,78710.0,96810.0,117120.0
45,19-1029,270.0,16.3,0.123,0.3,44.59,92750.0,5.7,32.95,39.86,51.76,68540.0,82910.0,107660.0
46,19-1029,150.0,9.2,0.341,0.85,34.34,71430.0,1.0,27.46,34.72,42.08,57120.0,72210.0,87530.0
47,19-1029,480.0,11.5,0.149,0.37,35.19,73200.0,4.5,24.26,30.4,43.18,50460.0,63240.0,89810.0
48,19-1029,2420.0,8.8,0.178,0.44,40.05,83310.0,3.3,28.37,38.0,48.95,59010.0,79050.0,101820.0
49,19-1029,490.0,6.1,0.291,0.72,44.22,91970.0,1.7,35.5,42.52,50.44,73830.0,88440.0,104920.0
50,19-1029,80.0,9.8,0.273,0.68,33.81,70330.0,4.1,24.99,27.88,41.14,51990.0,57990.0,85570.0
51,19-1029,1120.0,11.1,0.28,0.7,48.32,100510.0,2.1,33.43,43.0,52.4,69530.0,89440.0,108990.0
53,19-1029,1680.0,6.5,0.48,1.19,48.57,101030.0,1.5,36.95,44.36,54.62,76860.0,92270.0,113610.0
54,19-1029,230.0,6.8,0.339,0.84,36.13,75140.0,2.5,28.37,36.54,43.18,59010.0,76000.0,89810.0
55,19-1029,830.0,17.6,0.287,0.71,41.18,85650.0,3.0,33.46,38.78,47.17,69600.0,80650.0,98120.0
56,19-1029,170.0,2.4,0.614,1.52,37.45,77890.0,0.4,33.22,39.82,43.34,69100.0,82830.0,90150.0
1,19-2041,810.0,6.5,0.396,0.75,34.58,71930.0,2.1,24.4,34.33,39.25,50750.0,71410.0,81640.0
2,19-2041,730.0,7.5,2.336,4.39,44.32,92180.0,4.5,31.82,40.19,51.99,66190.0,83600.0,108150.0
4,19-2041,1250.0,6.0,0.401,0.75,37.31,77600.0,1.7,27.96,33.89,42.09,58160.0,70500.0,87560.0
5,19-2041,290.0,30.0,0.225,0.42,38.34,79760.0,7.9,25.27,34.52,48.52,52560.0,71810.0,100920.0
6,19-2041,12590.0,4.4,0.701,1.32,49.21,102350.0,1.2,36.77,46.1,60.72,76480.0,95890.0,126300.0
8,19-2041,2780.0,8.5,0.983,1.85,49.16,102250.0,3.2,38.22,44.11,53.63,79500.0,91750.0,111550.0
9,19-2041,700.0,9.5,0.423,0.8,52.75,109710.0,15.5,30.45,39.62,50.45,63340.0,82400.0,104940.0
10,19-2041,300.0,14.9,0.633,1.19,29.99,62390.0,2.4,23.72,29.2,33.23,49330.0,60740.0,69120.0
11,19-2041,1620.0,11.6,2.305,4.34,55.73,115910.0,2.7,40.46,55.64,70.0,84170.0,115730.0,145600.0
12,19-2041,5210.0,5.3,0.544,1.02,31.71,65960.0,3.1,20.43,26.19,37.31,42490.0,54480.0,77610.0
13,19-2041,1380.0,5.8,0.289,0.54,47.8,99430.0,4.5,30.13,39.13,51.3,62660.0,81390.0,106710.0
15,19-2041,540.0,12.2,0.871,1.64,36.4,75720.0,2.3,28.94,34.27,41.46,60190.0,71280.0,86240.0
16,19-2041,620.0,8.2,0.759,1.43,35.69,74220.0,3.6,28.76,33.2,41.56,59820.0,69060.0,86440.0
17,19-2041,1520.0,30.3,0.253,0.48,39.69,82560.0,4.6,28.17,36.63,45.84,58600.0,76200.0,95350.0
18,19-2041,880.0,8.4,0.278,0.52,33.39,69460.0,2.8,25.34,30.71,38.15,52710.0,63890.0,79360.0
19,19-2041,660.0,7.3,0.426,0.8,35.81,74490.0,2.9,26.77,35.49,41.27,55680.0,73810.0,85840.0
20,19-2041,600.0,19.7,0.428,0.81,36.77,76470.0,3.8,26.36,32.78,44.57,54830.0,68180.0,92710.0
21,19-2041,1070.0,6.7,0.547,1.03,29.71,61800.0,2.8,22.17,26.11,35.48,46110.0,54310.0,73790.0
22,19-2041,1350.0,7.1,0.729,1.37,38.0,79040.0,3.8,26.23,32.21,46.19,54560.0,67000.0,96080.0
23,19-2041,460.0,7.5,0.745,1.4,32.05,66660.0,3.0,26.01,29.27,35.2,54100.0,60880.0,73210.0
24,19-2041,2050.0,11.1,0.767,1.44,42.91,89250.0,2.5,29.73,39.04,51.77,61840.0,81200.0,107690.0
25,19-2041,2250.0,12.3,0.617,1.16,49.38,102700.0,3.2,34.89,48.25,59.9,72570.0,100360.0,124580.0
26,19-2041,2310.0,7.2,0.531,1.0,37.97,78970.0,2.0,29.06,37.62,45.43,60450.0,78250.0,94490.0
27,19-2041,1730.0,11.7,0.6,1.13,38.47,80010.0,3.2,30.89,37.02,45.98,64250.0,77000.0,95640.0
28,19-2041,370.0,12.9,0.322,0.61,35.16,73130.0,8.3,20.91,28.22,42.27,43490.0,58700.0,87920.0
29,19-2041,330.0,13.6,0.116,0.22,32.43,67450.0,4.1,24.57,31.69,36.34,51110.0,65910.0,75580.0
30,19-2041,410.0,7.6,0.823,1.55,38.94,81000.0,3.4,30.75,37.73,45.28,63960.0,78480.0,94180.0
31,19-2041,400.0,4.3,0.397,0.75,32.2,66980.0,1.6,24.59,29.39,36.41,51140.0,61130.0,75730.0
32,19-2041,640.0,7.6,0.429,0.81,38.78,80660.0,3.5,24.26,36.31,48.86,50450.0,75530.0,101620.0
33,19-2041,410.0,9.2,0.605,1.14,40.38,83980.0,3.6,30.42,35.79,44.84,63270.0,74440.0,93270.0
34,19-2041,3640.0,6.5,0.867,1.63,42.9,89230.0,4.2,29.04,38.95,48.23,60390.0,81020.0,100310.0
35,19-2041,1180.0,7.3,1.393,2.62,39.47,82090.0,2.6,29.55,35.57,48.05,61460.0,73980.0,99950.0
36,19-2041,3680.0,3.9,0.392,0.74,43.74,90970.0,1.8,31.47,39.71,51.12,65460.0,82600.0,106320.0
37,19-2041,3940.0,5.1,0.822,1.55,36.25,75410.0,1.6,27.46,32.39,41.61,57120.0,67380.0,86540.0
38,19-2041,190.0,9.9,0.454,0.85,35.67,74190.0,5.1,27.57,32.68,39.93,57350.0,67970.0,83060.0
39,19-2041,2170.0,6.1,0.396,0.75,38.92,80960.0,1.7,28.94,38.35,44.79,60180.0,79760.0,93170.0
40,19-2041,520.0,8.3,0.311,0.58,37.82,78670.0,4.6,26.41,33.91,42.77,54930.0,70520.0,88950.0
41,19-2041,1290.0,7.4,0.662,1.25,43.4,90260.0,3.0,33.77,40.28,50.12,70250.0,83780.0,104250.0
42,19-2041,2510.0,7.3,0.421,0.79,37.4,77800.0,3.0,25.22,33.81,47.35,52450.0,70320.0,98490.0
44,19-2041,380.0,20.3,0.788,1.48,45.72,95100.0,3.3,37.0,42.23,50.45,76950.0,87840.0,104930.0
45,19-2041,490.0,12.5,0.222,0.42,36.8,76540.0,10.8,21.24,30.19,45.72,44180.0,62800.0,95100.0
46,19-2041,170.0,6.7,0.381,0.72,34.5,71750.0,1.9,27.69,32.68,39.8,57600.0,67970.0,82780.0
47,19-2041,1180.0,6.0,0.365,0.69,39.6,82370.0,3.4,28.49,34.47,44.19,59250.0,71690.0,91900.0
48,19-2041,3550.0,6.2,0.262,0.49,41.89,87120.0,1.9,29.33,38.17,50.18,61000.0,79390.0,104380.0
49,19-2041,810.0,10.7,0.484,0.91,36.18,75260.0,3.8,25.28,33.58,41.04,52570.0,69850.0,85360.0
